Product ID;Obraz;Nazwa;Kategoria;Cena (netto);Cena (brutto);Ilość
1;"https://i.postimg.cc/GpPP3P4v/ABERFELDY-25-YO-125-TH-ANNIVERSARY-EDITION-WHISKY-07-L-46-BIG.jpg";ABERFELDY 25YO 125TH ANNIVERSARY EDITION WHISKY 0,7L 46%;Nowości;3 199,00;3 199,00;26
