Product ID;Obraz;Nazwa;Kategoria;Cena (netto);Cena (brutto);Ilość
31;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ADAM-MICKIEWICZ-PREMIUM-WÓDKA-05L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW-BIG.jpg;ADAM MICKIEWICZ PREMIUM WÓDKA 0,5L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;155,00;155,00;18
32;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AMUNDSEN-VODKA-07L-40-W-SKRZYNCE-DREWNIANEJ-+-6-KIELISZKÓW-BIG.jpg;AMUNDSEN VODKA 0,7L 40% W SKRZYNCE DREWNIANEJ + 6 KIELISZKÓW;Alkohol na prezent;170,00;170,00;18
33;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-5YO-RUM-07L-40-W-SKRZYNCE-DREWNIANEJ-BIG.jpg;ANGOSTURA 5YO RUM 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;165,00;165,00;13
34;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-RESERVA-WHITE-RUM-07L-375-W-SKRZYNCE-DREWNIANEJ-BIG.jpg;ANGOSTURA RESERVA WHITE RUM 0,7L 37,5% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;145,00;145,00;14
35;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARARAT-3YO-BRANDY-07L-40-W-SKRZYNCE-DREWNIANEJ-BIG.jpg;ARARAT 3YO BRANDY 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;140,00;140,00;30
36;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARARAT-OTBORNY-7YO-BRANDY-07L-40-W-SKRZYNCE-DREWNIANEJ-BIG.jpg;ARARAT OTBORNY 7YO BRANDY 0,7L 40% W SKRZYNCE DREWNIANEJ;Alkohol na prezent;210,00;210,00;28
37;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERFELDY-12YO-THE-GOLDEN-DRAM-WHISKY-07L-40-BIG.jpg;ABERFELDY 12YO THE GOLDEN DRAM WHISKY 0,7L 40%;Whisky;240,00;240,00;15
38;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERFELDY-12YO-WHISKY-07L-40-BIG.jpg;ABERFELDY 12YO WHISKY 0,7L 40%;Whisky;220,00;220,00;18
39;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERFELDY-16YO-WHISKY-07L-40-BIG.jpg;ABERFELDY 16YO WHISKY 0,7L 40%;Whisky;369,00;369,00;16
40;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERFELDY-21YO-WHISKY-07L-40-BIG.jpg;ABERFELDY 21YO WHISKY 0,7L 40%;Whisky;799,00;799,00;13
41;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERFELDY-25YO-125TH-ANNIVERSARY-EDITION-WHISKY-07L-46-BIG.jpg;ABERFELDY 25YO 125TH ANNIVERSARY EDITION WHISKY 0,7L 46%;Whisky;3 199,00;3 199,00;19
42;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERLOUR-12YO-WHISKY-07L-40-BIG.jpg;ABERLOUR 12YO WHISKY 0,7L 40%;Whisky;229,00;229,00;18
43;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERLOUR-ABUNADH-WHISKY-07L-609-BIG.jpg;ABERLOUR A'BUNADH WHISKY 0,7L 60,9%;Whisky;465,00;465,00;15
44;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABERLOUR-CASG-ANNAMH-WHISKY-07L-48-BIG.jpg;ABERLOUR CASG ANNAMH WHISKY 0,7L 48%;Whisky;299,00;299,00;14
45;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AKASHI-JAPANESE-BLENDED-WHITE-OAK-WHISKY-05L-40-BIG.jpg;AKASHI JAPANESE BLENDED WHITE OAK WHISKY 0,5L 40%;Whisky;180,00;180,00;17
46;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AKASHI-JAPANESE-MEISEI-WHISKY-05L-40-BIG.jpg;AKASHI JAPANESE MEISEI WHISKY 0,5L 40%;Whisky;199,00;199,00;20
47;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AKASHI-JAPANESE-SHERRY-CASK-5YO-WHISKY-05L-50-BIG.jpg;AKASHI JAPANESE SHERRY CASK 5YO WHISKY 0,5L 50%;Whisky;735,00;735,00;23
48;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AKASHI-JAPANESE-SINGLE-MALT-WHITE-OAK-WHISKY-05L-46-BIG.jpg;AKASHI JAPANESE SINGLE MALT WHITE OAK WHISKY 0,5L 46%;Whisky;430,00;430,00;16
49;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/1233-ANNO-DOMINI-APPLE-VODKA-07L-40-BIG.jpg;1233 ANNO DOMINI APPLE VODKA 0,7L 40%;Wódka;215,00;215,00;14
50;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/1233-ANNO-DOMINI-GRAPE-VODKA-07L-40-BIG.jpg;1233 ANNO DOMINI GRAPE VODKA 0,7L 40%;Wódka;215,00;215,00;22
51;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/3-KILOS-COCONUT-GOLD-VODKA-07L-375-BIG.jpg;3 KILOS COCONUT GOLD VODKA 0,7L 37,5%;Wódka;215,00;215,00;23
52;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/3-KILOS-GOLD-VODKA-1L-40-BIG.jpg;3 KILOS GOLD VODKA 1L 40%;Wódka;279,00;279,00;30
53;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-BLUE-VODKA-40-BIG.jpg;ABSOLUT BLUE VODKA 40%;Wódka;44,99;44,99;13
54;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-ELYX-VODKA-07L-423-BIG.jpg;ABSOLUT ELYX VODKA 0,7L 42,3%;Wódka;165,00;165,00;24
55;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-GRAPEFRUIT-VODKA-07L-40-BIG.jpg;ABSOLUT GRAPEFRUIT VODKA 0,7L 40%;Wódka;67,99;67,99;27
56;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-KURANT-VODKA-07L-40-BIG.jpg;ABSOLUT KURANT VODKA 0,7L 40%;Wódka;67,99;67,99;22
57;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-LIME-VODKA-07L-40-BIG.jpg;ABSOLUT LIME VODKA 0,7L 40%;Wódka;67,99;67,99;20
58;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSOLUT-PEARS-VODKA-07L-38-BIG.jpg;ABSOLUT PEARS VODKA 0,7L 38%;Wódka;67,99;67,99;25
59;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ADAM-MICKIEWICZ-PREMIUM-WÓDKA-40-BIG.jpg;ADAM MICKIEWICZ PREMIUM WÓDKA 40%;Wódka;41,99;41,99;11
60;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ADMIRALS-CLUB-VODKA-40-+-TUBA-BIG.jpg;ADMIRALS CLUB VODKA 40% + TUBA;Wódka;135,00;135,00;27
61;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSENTE-ABSYNT-07L-55-BIG.jpg;ABSENTE ABSYNT 0,7L 55%;Absynt;199,00;199,00;11
62;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSENTE-ABSYNT-07L-55-+-ŁYŻKA-BIG.jpg;ABSENTE ABSYNT 0,7L 55% + ŁYŻKA;Absynt;239,00;239,00;13
63;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSINTH-66-ABSYNT-05L-66-BIG.jpg;ABSINTH 66 ABSYNT 0,5L 66%;Absynt;190,00;190,00;16
64;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSINTH-MR.-JEKYLL-ABSYNT-07L-55-BIG.jpg;ABSINTH MR. JEKYLL ABSYNT 0,7L 55%;Absynt;100,00;100,00;11
65;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSINTHE-LE-DIABLE-BLEU-ABSYNT-07L-80-BIG.jpg;ABSINTHE LE DIABLE BLEU ABSYNT 0,7L 80%;Absynt;169,00;169,00;10
66;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSINTHE-LE-DIABLE-NOIR-ABSYNT-07L-85-BIG.jpg;ABSINTHE LE DIABLE NOIR ABSYNT 0,7L 85%;Absynt;175,00;175,00;20
67;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ABSINTHE-LE-DIABLE-VERT-ABSYNT-07L-70-BIG.jpg;ABSINTHE LE DIABLE VERT ABSYNT 0,7L 70%;Absynt;150,00;150,00;19
68;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APSINTHION-CANNABIS-ABSYNT-05L-55-BIG.jpg;APSINTHION CANNABIS ABSYNT 0,5L 55%;Absynt;120,00;120,00;24
69;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APSINTHION-DE-LUXE-ABSYNT-05L-55-BIG.jpg;APSINTHION DE LUXE ABSYNT 0,5L 55%;Absynt;115,00;115,00;24
70;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APSINTHION-GRAND-DE-LUXE-ABSYNT-05L-68-BIG.jpg;APSINTHION GRAND DE LUXE ABSYNT 0,5L 68%;Absynt;145,00;145,00;17
71;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APSINTHION-TOBACCO-ABSYNT-05L-55-BIG.jpg;APSINTHION TOBACCO ABSYNT 0,5L 55%;Absynt;120,00;120,00;12
72;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DIABLICA-KURNWICA-ABSYNT-05L-76-BIG.jpg;DIABLICA KURNWICA ABSYNT 0,5L 76%;Absynt;149,00;149,00;18
73;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ADMIRALS-CLUB-VODKA-40-+-TUBA-BIG.jpg;ADMIRALS CLUB VODKA 40% + TUBA;XXL;135,00;135,00;10
74;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BALLANTINES-FINEST-WHISKY-45L-40-+-HUŚTAWKA-BIG.jpg;BALLANTINE'S FINEST WHISKY 4,5L 40% + HUŚTAWKA;XXL;680,00;680,00;22
75;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BALLANTINES-FINEST-WHISKY-40-BIG.jpg;BALLANTINE'S FINEST WHISKY 40%;XXL;54,99;54,99;23
76;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BELVEDERE-VODKA-40-BIG.jpg;BELVEDERE VODKA 40%;XXL;129,00;129,00;20
77;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CHOPIN-POTATO-VODKA-40-+-KARTONIK-BIG.jpg;CHOPIN POTATO VODKA 40% + KARTONIK;XXL;125,00;125,00;21
78;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CHOPIN-RYE-VODKA-40-+-KARTONIK-BIG.jpg;CHOPIN RYE VODKA 40% + KARTONIK;XXL;85,99;85,99;11
79;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CZARNY-BOCIAN-WÓDKA-40-BIG.jpg;CZARNY BOCIAN WÓDKA 40%;XXL;47,99;47,99;30
80;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CZORNO-KURNWICA-WÓDKA-175L-40-BIG.jpg;CZORNO KURNWICA WÓDKA 1,75L 40%;XXL;350,00;350,00;12
81;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-BECZKA-40-BIG.jpg;DĘBOWA POLSKA BECZKA 40%;XXL;285,00;285,00;11
82;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-EXCELLENT-GAŚNICA-40-BIG.jpg;DĘBOWA POLSKA EXCELLENT GAŚNICA 40%;XXL;100,00;100,00;18
83;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FINLANDIA-VODKA-175L-40-BIG.jpg;FINLANDIA VODKA 1,75L 40%;XXL;165,00;165,00;22
84;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/HANKEY-BANNISTER-WHISKY-40-BIG.jpg;HANKEY BANNISTER WHISKY 40%;XXL;67,99;67,99;13
85;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-22YO-SINGLE-MALT-WHISKY-07L-464-BIG.jpg;ARDBEG 22YO SINGLE MALT WHISKY 0,7L 46,4%;Drogie alkohole świata;3 600,00;3 600,00;10
86;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BALLANTINES-30YO-WHISKY-07L-40-BIG.jpg;BALLANTINE'S 30YO WHISKY 0,7L 40%;Drogie alkohole świata;1 670,00;1 670,00;13
87;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BARON-GASTON-LEGRAND-XO-CARAFFE-ARMAGNAC-07L-40-BIG.jpg;BARON GASTON LEGRAND XO CARAFFE ARMAGNAC 0,7L 40%;Drogie alkohole świata;1 565,00;1 565,00;30
88;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BRUICHLADDICH-OCTOMORE-7.3-WHISKY-07L-63-BIG.jpg;BRUICHLADDICH OCTOMORE 7.3 WHISKY 0,7L 63%;Drogie alkohole świata;1 350,00;1 350,00;27
89;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CHIVAS-REGAL-12YO-WHISKY-45L-40-+-HUŚTAWKA-BIG.jpg;CHIVAS REGAL 12YO WHISKY 4,5L 40% + HUŚTAWKA;Drogie alkohole świata;1 250,00;1 250,00;12
90;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CHOPIN-TRIBUTE-EDITION-VODKA-1L-40-BIG.jpg;CHOPIN TRIBUTE EDITION VODKA 1L 40%;Drogie alkohole świata;1 600,00;1 600,00;12
91;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DALMORE-18YO-2022-EDITION-WHISKY-07L-40-BIG.jpg;DALMORE 18YO 2022 EDITION WHISKY 0,7L 40%;Drogie alkohole świata;1 690,00;1 690,00;10
92;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DALMORE-25YO-WHISKY-07L-42-BIG.jpg;DALMORE 25YO WHISKY 0,7L 42%;Drogie alkohole świata;8 950,00;8 950,00;19
93;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DALMORE-KING-ALEXANDER-III-WHISKY-07L-40-BIG.jpg;DALMORE KING ALEXANDER III WHISKY 0,7L 40%;Drogie alkohole świata;1 495,00;1 495,00;30
94;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DELUXE-CRYSTAL-VODKA-07L-40-BIG.jpg;DELUXE CRYSTAL VODKA 0,7L 40%;Drogie alkohole świata;2 499,00;2 499,00;30
95;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FETTERCAIRN-28YO-WHISKY-07L-42-BIG.jpg;FETTERCAIRN 28YO WHISKY 0,7L 42%;Drogie alkohole świata;5 590,00;5 590,00;13
96;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GLENFIDDICH-26YO-GRANDE-COURONNE-WHISKY-07L-438-BIG.jpg;GLENFIDDICH 26YO GRANDE COURONNE WHISKY 0,7L 43,8%;Drogie alkohole świata;3 900,00;3 900,00;25
97;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARMAGNAC-DE-CASTELFORT-VS-07L-40-BIG.jpg;ARMAGNAC DE CASTELFORT VS 0,7L 40%;Armaniak;240,00;240,00;19
98;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BARON-GASTON-LEGRAND-VS-ARMAGNAC-07L-40-BIG.jpg;BARON GASTON LEGRAND VS ARMAGNAC 0,7L 40%;Armaniak;310,00;310,00;28
99;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BARON-GASTON-LEGRAND-VSOP-ARMAGNAC-07L-40-BIG.jpg;BARON GASTON LEGRAND VSOP ARMAGNAC 0,7L 40%;Armaniak;389,00;389,00;12
100;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BARON-GASTON-LEGRAND-XO-CARAFFE-ARMAGNAC-07L-40-BIG.jpg;BARON GASTON LEGRAND XO CARAFFE ARMAGNAC 0,7L 40%;Armaniak;1 565,00;1 565,00;10
101;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CLES-DE-DUCS-NAPOLEON-ARMAGNAC-05L-40-BIG.jpg;CLES DE DUCS NAPOLEON ARMAGNAC 0,5L 40%;Armaniak;125,00;125,00;10
102;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CLES-DE-DUCS-VS-ARMAGNAC-07L-40-BIG.jpg;CLES DE DUCS VS ARMAGNAC 0,7L 40%;Armaniak;140,00;140,00;23
103;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CLES-DE-DUCS-VSOP-ARMAGNAC-07L-40-BIG.jpg;CLES DE DUCS VSOP ARMAGNAC 0,7L 40%;Armaniak;189,00;189,00;22
104;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CLES-DE-DUCS-XO-ARMAGNAC-07L-40-BIG.jpg;CLES DE DUCS XO ARMAGNAC 0,7L 40%;Armaniak;350,00;350,00;30
105;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DOMAINE-TARIQUET-FOLLE-BLANCHE-ARMAGNAC-05L-46-BIG.jpg;DOMAINE TARIQUET FOLLE BLANCHE ARMAGNAC 0,5L 46%;Armaniak;150,00;150,00;18
