Product ID;Obraz;Nazwa;Kategoria;Cena (netto);Cena (brutto);Ilość
264;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/AMRUT-FUSION-SINGLE-MALT-WHISKY-07L-50-BIG.jpg;AMRUT FUSION SINGLE MALT WHISKY 0,7L 50%;Whisky;299,00;299,00;13
265;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANCNOC-12YO-WHISKY-07L-40-BIG.jpg;ANCNOC 12YO WHISKY 0,7L 40%;Whisky;199,00;199,00;19
266;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANCNOC-18YO-WHISKY-07L-46-BIG.jpg;ANCNOC 18YO WHISKY 0,7L 46%;Whisky;499,00;499,00;27
267;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANTIQUARY-12YO-WHISKY-07L-40-BIG.jpg;ANTIQUARY 12YO WHISKY 0,7L 40%;Whisky;140,00;140,00;28
268;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANTIQUARY-FINEST-WHISKY-07L-40-BIG.jpg;ANTIQUARY FINEST WHISKY 0,7L 40%;Whisky;100,00;100,00;30
269;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-10YO-WHISKY-07L-46-BIG.jpg;ARDBEG 10YO WHISKY 0,7L 46%;Whisky;295,00;295,00;11
270;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-22YO-SINGLE-MALT-WHISKY-07L-464-BIG.jpg;ARDBEG 22YO SINGLE MALT WHISKY 0,7L 46,4%;Whisky;3 600,00;3 600,00;17
271;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-5YO-WEE-BEASTIE-WHISKY-07L-474-BIG.jpg;ARDBEG 5YO WEE BEASTIE WHISKY 0,7L 47,4%;Whisky;220,00;220,00;11
272;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-AN-OA-WHISKY-07L-46-BIG.jpg;ARDBEG AN OA WHISKY 0,7L 46%;Whisky;369,00;369,00;21
273;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-CORRYVRECKAN-WHISKY-07L-571-BIG.jpg;ARDBEG CORRYVRECKAN WHISKY 0,7L 57,1%;Whisky;499,00;499,00;14
274;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDBEG-UIGEADAIL-WHISKY-07L-54-BIG.jpg;ARDBEG UIGEADAIL WHISKY 0,7L 54%;Whisky;520,00;520,00;12
275;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ARDMORE-LEGACY-WHISKY-07L-40-BIG.jpg;ARDMORE LEGACY WHISKY 0,7L 40%;Whisky;160,00;160,00;11
276;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GLENFIDDICH-26YO-WHISKY-07L-43-BIG.jpg;GLENFIDDICH 26YO WHISKY 0,7L 43%;Drogie alkohole świata;2 400,00;2 400,00;11
277;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GLENFIDDICH-GRAN-RESERVA-RUM-CASK-FINISH-21YO-WHISKY-07L-40-BIG.jpg;GLENFIDDICH GRAN RESERVA RUM CASK FINISH 21YO WHISKY 0,7L 40%;Drogie alkohole świata;1 050,00;1 050,00;23
278;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GLENFIDDICH-GRAND-CRU-23YO-WHISKY-07L-40-BIG.jpg;GLENFIDDICH GRAND CRU 23YO WHISKY 0,7L 40%;Drogie alkohole świata;1 599,00;1 599,00;30
279;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JOHNNIE-WALKER-BLUE-LABEL-WHISKY-07L-40-BIG.jpg;JOHNNIE WALKER BLUE LABEL WHISKY 0,7L 40%;Drogie alkohole świata;1 075,00;1 075,00;13
280;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-DAINCOURT-EXTRA-07L-40-BIG.jpg;KONIAK D'AINCOURT EXTRA 0,7L 40%;Drogie alkohole świata;1 800,00;1 800,00;20
281;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-DAINCOURT-RARE-XO-07L-40-BIG.jpg;KONIAK D'AINCOURT RARE XO 0,7L 40%;Drogie alkohole świata;1 250,00;1 250,00;15
282;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-DE-LUZE-EXTRA-DELIGHT-07L-40-BIG.jpg;KONIAK DE LUZE EXTRA DELIGHT 0,7L 40%;Drogie alkohole świata;1 650,00;1 650,00;23
283;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-DEAU-HORS-DAGE-LOUIS-MEMORY-07L-40-BIG.jpg;KONIAK DEAU HORS D'AGE LOUIS MEMORY 0,7L 40%;Drogie alkohole świata;1 500,00;1 500,00;16
284;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-HENNESSY-PARADIS-07L-40-BIG.jpg;KONIAK HENNESSY PARADIS 0,7L 40%;Drogie alkohole świata;6 999,00;6 999,00;15
285;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-HENNESSY-XO-07L-40-BIG.jpg;KONIAK HENNESSY XO 0,7L 40%;Drogie alkohole świata;1 000,00;1 000,00;10
286;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-LHERAUD-EXTRA-CARAFE-07L-43-BIG.jpg;KONIAK LHERAUD EXTRA CARAFE 0,7L 43%;Drogie alkohole świata;1 989,00;1 989,00;26
287;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/KONIAK-LHERAUD-OBUSTO-COGNAC-CIGAR-07L-42-BIG.jpg;KONIAK LHERAUD OBUSTO COGNAC CIGAR 0,7L 42%;Drogie alkohole świata;1 599,00;1 599,00;13
288;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FATA-VERDE-ABSYNT-07L-60-BIG.jpg;FATA VERDE ABSYNT 0,7L 60%;Absynt;155,00;155,00;13
289;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JELINEK-NATURELLE-ABSYNT-05L-60-BIG.jpg;JELINEK NATURELLE ABSYNT 0,5L 60%;Absynt;100,00;100,00;10
290;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JELINEK-PREMIUM-ABSYNT-07L-70-BIG.jpg;JELINEK PREMIUM ABSYNT 0,7L 70%;Absynt;125,00;125,00;26
291;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JELINEK-VERDOYANTE-ABSYNT-05L-60-BIG.jpg;JELINEK VERDOYANTE ABSYNT 0,5L 60%;Absynt;100,00;100,00;21
292;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/RODNIKS-BLACK-ABSYNT-07L-70-BIG.jpg;RODNIK'S BLACK ABSYNT 0,7L 70%;Absynt;125,00;125,00;14
293;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/RODNIKS-BOHEME-ABSYNT-07L-60-BIG.jpg;RODNIK'S BOHEME ABSYNT 0,7L 60%;Absynt;125,00;125,00;24
294;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/RODNIKS-BOHEME-BLUE-ABSYNT-07L-70-BIG.jpg;RODNIK'S BOHEME BLUE ABSYNT 0,7L 70%;Absynt;125,00;125,00;23
295;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/RODNIKS-CLASSIC-ABSYNT-07L-70-BIG.jpg;RODNIK'S CLASSIC ABSYNT 0,7L 70%;Absynt;125,00;125,00;13
296;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/WITKACY-ABSINTH-ABSYNT-07L-55-BIG.jpg;WITKACY ABSINTH ABSYNT 0,7L 55%;Absynt;92,99;92,99;15
297;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BUDAFOK-XO-WANILIA-BRANDY-07L-40-BIG.jpg;BUDAFOK XO WANILIA BRANDY 0,7L 40%;Brandy;120,00;120,00;28
298;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CARDENAL-MENDOZA-GRAN-RESERVA-BRANDY-07L-40-BIG.jpg;CARDENAL MENDOZA GRAN RESERVA BRANDY 0,7L 40%;Brandy;179,00;179,00;15
299;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CASAJUANA-RESERVA-VSOP-BRANDY-07L-40-BIG.jpg;CASAJUANA RESERVA VSOP BRANDY 0,7L 40%;Brandy;170,00;170,00;14
300;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CASAJUANA-RESERVA-XO-BRANDY-07L-40-BIG.jpg;CASAJUANA RESERVA XO BRANDY 0,7L 40%;Brandy;199,00;199,00;28
301;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CHANTRE-WEINBRAND-BRANDY-07L-36-BIG.jpg;CHANTRE WEINBRAND BRANDY 0,7L 36%;Brandy;64,99;64,99;14
302;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DAOS-BRANDY-05L-36-BIG.jpg;DAOS BRANDY 0,5L 36%;Brandy;49,99;49,99;21
303;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GRAN-DUQUE-DE-ALBA-SOLERA-GRAN-RESERVA-BRANDY-07L-40-BIG.jpg;GRAN DUQUE DE ALBA SOLERA GRAN RESERVA BRANDY 0,7L 40%;Brandy;199,00;199,00;13
304;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GRAN-DUQUE-DE-ALBA-SOLERA-GRAN-RESERVA-BRANDY-07L-40-+-KIELISZEK-BIG.jpg;GRAN DUQUE DE ALBA SOLERA GRAN RESERVA BRANDY 0,7L 40% + KIELISZEK;Brandy;220,00;220,00;24
305;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GRAND-CAVALIER-BRANDY-07L-38-BIG.jpg;GRAND CAVALIER BRANDY 0,7L 38%;Brandy;74,99;74,99;25
306;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GRAND-EMPEREUR-VSOP-BRANDY-07L-40-BIG.jpg;GRAND EMPEREUR VSOP BRANDY 0,7L 40%;Brandy;125,00;125,00;29
307;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GRAND-EMPEREUR-XO-BRANDY-07L-40-BIG.jpg;GRAND EMPEREUR XO BRANDY 0,7L 40%;Brandy;175,00;175,00;24
308;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/IMPERIAL-XII-BRANDY-05L-36-BIG.jpg;IMPERIAL XII BRANDY 0,5L 36%;Brandy;44,99;44,99;28
309;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JACK-DANIELS-WHISKEY-3L-40-+-HUŚTAWKA-KOŁYSKA-BIG.jpg;JACK DANIEL'S WHISKEY 3L 40% + HUŚTAWKA KOŁYSKA;XXL;635,00;635,00;15
310;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JACK-DANIELS-WHISKEY-40-BIG.jpg;JACK DANIEL'S WHISKEY 40%;XXL;84,99;84,99;29
311;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JAGERMEISTER-LIKIER-ZIOŁOWY-35-BIG.jpg;JAGERMEISTER LIKIER ZIOŁOWY 35%;XXL;46,99;46,99;21
312;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/OSTOYA-VODKA-40-BIG.jpg;OSTOYA VODKA 40%;XXL;53,99;53,99;24
313;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/PRAVDA-VODKA-40-BIG.jpg;PRAVDA VODKA 40%;XXL;139,00;139,00;20
314;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/STANISLAV-175L-40-BIG.jpg;STANISLAV 1,75L 40%;XXL;169,00;169,00;19
315;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-BUKŁAK-07L-40-BIG.jpg;DĘBOWA POLSKA BUKŁAK 0,7L 40%;Dębowa Polska;185,00;185,00;26
316;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CEGŁA-035L-40-BIG.jpg;DĘBOWA POLSKA CEGŁA 0,35L 40%;Dębowa Polska;140,00;140,00;24
317;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CYTRYNÓWKA-LIKIER-07L-30-BIG.jpg;DĘBOWA POLSKA CYTRYNÓWKA LIKIER 0,7L 30%;Dębowa Polska;65,99;65,99;27
318;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CYTRYNÓWKA-LIKIER-07L-30-W-SKRZYNCE-ZE-SKOBLEM-BIG.jpg;DĘBOWA POLSKA CYTRYNÓWKA LIKIER 0,7L 30% W SKRZYNCE ZE SKOBLEM;Dębowa Polska;100,00;100,00;29
319;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CZEREMCHA-07L-38-BIG.jpg;DĘBOWA POLSKA CZEREMCHA 0,7L 38%;Dębowa Polska;100,00;100,00;14
320;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CZYSTA-07L-40-BIG.jpg;DĘBOWA POLSKA CZYSTA 0,7L 40%;Dębowa Polska;64,99;64,99;21
321;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SZAMPAN-CATTIER-BRUT-3L-125-+-SKRZYNKA-DREWNIANA-BIG.jpg;SZAMPAN CATTIER BRUT 3L 12,5% + SKRZYNKA DREWNIANA;XXL;1 250,00;1 250,00;10
322;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SZAMPAN-CATTIER-BRUT-6L-125-+-SKRZYNKA-DREWNIANA-BIG.jpg;SZAMPAN CATTIER BRUT 6L 12,5% + SKRZYNKA DREWNIANA;XXL;2 999,00;2 999,00;27
323;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SZAMPAN-MOET--CHANDON-BRUT-IMPERIAL-12-BIG.jpg;SZAMPAN MOET & CHANDON BRUT IMPERIAL 12%;XXL;86,99;86,99;21
324;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/THE-PATH-BY-JOHN-MCDOUGALL-BLENDED-SCOTCH-WHISKY-175L-40-BIG.jpg;THE PATH BY JOHN MCDOUGALL BLENDED SCOTCH WHISKY 1,75L 40%;XXL;149,00;149,00;23
325;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ULUVKA-MAGNUM-GIFT-SET-VODKA-175L-40-+-6-KIELISZKÓW-BIG.jpg;ULUVKA MAGNUM GIFT SET VODKA 1,75L 40% + 6 KIELISZKÓW;XXL;590,00;590,00;14
326;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ULUVKA-MAGNUM-VODKA-175L-40-BIG.jpg;ULUVKA MAGNUM VODKA 1,75L 40%;XXL;435,00;435,00;27
327;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-CZYSTA-STOLIK-TERMO-07L-40-+-4-KIELISZKI-BIG.jpg;DĘBOWA POLSKA CZYSTA STOLIK TERMO 0,7L 40% + 4 KIELISZKI;Dębowa Polska;240,00;240,00;20
328;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-DUBLE-07L-40-BIG.jpg;DĘBOWA POLSKA DUBLE 0,7L 40%;Dębowa Polska;299,00;299,00;23
329;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-DZIUPLA-07L-40-BIG.jpg;DĘBOWA POLSKA DZIUPLA 0,7L 40%;Dębowa Polska;145,00;145,00;21
330;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-EXCELLENT-07L-40-BIG.jpg;DĘBOWA POLSKA EXCELLENT 0,7L 40%;Dębowa Polska;72,99;72,99;25
331;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-EXCELLENT-GAŚNICA-40-BIG.jpg;DĘBOWA POLSKA EXCELLENT GAŚNICA 40%;Dębowa Polska;100,00;100,00;30
332;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DĘBOWA-POLSKA-EXCELLENT-GRZYBEK-CAŁKOWITY-07L-40-BIG.jpg;DĘBOWA POLSKA EXCELLENT GRZYBEK CAŁKOWITY 0,7L 40%;Dębowa Polska;199,00;199,00;14
333;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SEMPE-FINE-ARMAGNAC-07L-40-BIG.jpg;SEMPE FINE ARMAGNAC 0,7L 40%;Armaniak;160,00;160,00;23
334;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SEMPE-NAPOLEON-ARMAGNAC-07L-40-BIG.jpg;SEMPE NAPOLEON ARMAGNAC 0,7L 40%;Armaniak;225,00;225,00;15
335;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/SEMPE-XO-SQUARE-BOTTLE-ARMAGNAC-07L-40-BIG.jpg;SEMPE XO SQUARE BOTTLE ARMAGNAC 0,7L 40%;Armaniak;599,00;599,00;16
336;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CRYSTAL-HEAD-ONYX-VODKA-07L-40-BIG.jpg;CRYSTAL HEAD ONYX VODKA 0,7L 40%;Ciekawy kształt;340,00;340,00;27
337;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CRYSTAL-HEAD-VODKA-07L-40-BIG.jpg;CRYSTAL HEAD VODKA 0,7L 40%;Ciekawy kształt;315,00;315,00;23
338;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CZORNO-KURNWICA-WÓDKA-07L-40-W-BUDCE-BIG.jpg;CZORNO KURNWICA WÓDKA 0,7L 40% W BUDCE;Ciekawy kształt;205,00;205,00;26
339;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/CZORNO-KURNWICA-WÓDKA-07L-40-W-SKRZYNCE-BIG.jpg;CZORNO KURNWICA WÓDKA 0,7L 40% W SKRZYNCE;Ciekawy kształt;199,00;199,00;23
340;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/DELFIN-10YO-BRANDY-02L-40-BIG.jpg;DELFIN 10YO BRANDY 0,2L 40%;Ciekawy kształt;130,00;130,00;20
341;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/EXPRESSOWA-KURNWICA-LIKIER-05L-27-W-BUDCE-BIG.jpg;EXPRESSOWA KURNWICA LIKIER 0,5L 27% W BUDCE;Ciekawy kształt;145,00;145,00;22
342;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GAŚNICA-WÓDKA-TUBA-05L-40-BIG.jpg;GAŚNICA WÓDKA TUBA 0,5L 40%;Ciekawy kształt;89,99;89,99;20
343;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/GLOBUS-BRANDY-035L-40-BIG.jpg;GLOBUS BRANDY 0,35L 40%;Ciekawy kształt;220,00;220,00;13
344;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/HARLEJOWIEC-WÓDKA-ŻYTNIA-035L-40-BIG.jpg;HARLEJOWIEC WÓDKA ŻYTNIA 0,35L 40%;Ciekawy kształt;130,00;130,00;24
345;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/HOKEISTA--WÓDKA-GORILOCHKA-05L-40-BIG.jpg;HOKEISTA  WÓDKA GORILOCHKA 0,5L 40%;Ciekawy kształt;135,00;135,00;24
346;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JACHT-WÓDKA-ŻYTNIA-05L-40-BIG.jpg;JACHT WÓDKA ŻYTNIA 0,5L 40%;Ciekawy kształt;180,00;180,00;18
347;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/JAMNIK-BRANDY-02L-40-BIG.jpg;JAMNIK BRANDY 0,2L 40%;Ciekawy kształt;260,00;260,00;20
348;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-10YO-TAWNY-DECANTER-PORTO-075L-195-BIG.jpg;BOEIRA 10YO TAWNY DECANTER PORTO 0,75L 19,5%;Wino Porto;285,00;285,00;26
349;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-20-YEARS-TAWNY-KING-PORTO-075L-195-BIG.jpg;BOEIRA 20 YEARS TAWNY KING PORTO 0,75L 19,5%;Wino Porto;370,00;370,00;17
350;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-30-YEARS-TAWNY-KING-PORTO-075L-195-BIG.jpg;BOEIRA 30 YEARS TAWNY KING PORTO 0,75L 19,5%;Wino Porto;600,00;600,00;13
351;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-40YO-TAWNY-DECANTER-PORTO-075L-195-BIG.jpg;BOEIRA 40YO TAWNY DECANTER PORTO 0,75L 19,5%;Wino Porto;780,00;780,00;16
352;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-DIAMOND-WHITE-PORTO-075L-20-BIG.jpg;BOEIRA DIAMOND WHITE PORTO 0,75L 20%;Wino Porto;255,00;255,00;29
353;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BOEIRA-RESERVE-TAWNY-DECANTER-PORTO-075L-195-BIG.jpg;BOEIRA RESERVE TAWNY DECANTER PORTO 0,75L 19,5%;Wino Porto;255,00;255,00;14
354;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-PORTO-BIN-27-FINEST-RESERVE-075L-20-BIG.jpg;FONSECA PORTO BIN 27 FINEST RESERVE 0,75L 20%;Wino Porto;150,00;150,00;10
355;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-PORTO-LBV-075L-BIG.jpg;FONSECA PORTO LBV 0,75L;Wino Porto;160,00;160,00;27
356;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-PORTO-RUBY-075L-BIG.jpg;FONSECA PORTO RUBY 0,75L;Wino Porto;94,99;94,99;30
357;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-PORTO-TAWNY-075L-20-BIG.jpg;FONSECA PORTO TAWNY 0,75L 20%;Wino Porto;94,99;94,99;28
358;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-PORTO-WHITE-075L-20-BIG.jpg;FONSECA PORTO WHITE 0,75L 20%;Wino Porto;94,99;94,99;18
359;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/FONSECA-TAWNY-PORT-10YO-075L-20-BIG.jpg;FONSECA TAWNY PORT 10YO 0,75L 20%;Wino Porto;245,00;245,00;13
360;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/A.H.-RIISE-ROYAL-DANISH-NAVY-RUM-07L-40-BIG.jpg;A.H. RIISE ROYAL DANISH NAVY RUM 0,7L 40%;Rum;270,00;270,00;20
361;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/A.H.-RIISE-XO-PORT-CASK-FINISH-RUM-07L-45-BIG.jpg;A.H. RIISE XO PORT CASK FINISH RUM 0,7L 45%;Rum;310,00;310,00;19
362;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-1787-15YO-RUM-07L-40-BIG.jpg;ANGOSTURA 1787 15YO RUM 0,7L 40%;Rum;450,00;450,00;16
363;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-1919-8YO-PREMIUM-RUM-07L-40-BIG.jpg;ANGOSTURA 1919 8YO PREMIUM RUM 0,7L 40%;Rum;199,00;199,00;25
364;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-5YO-RUM-07L-40-BIG.jpg;ANGOSTURA 5YO RUM 0,7L 40%;Rum;110,00;110,00;15
365;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-7YO-RUM-07L-40-BIG.jpg;ANGOSTURA 7YO RUM 0,7L 40%;Rum;155,00;155,00;19
366;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-BITTERS-RUM-02L-447-BIG.jpg;ANGOSTURA BITTERS RUM 0,2L 44,7%;Rum;89,99;89,99;29
367;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-CASK-COLLECTION-NO.1-3RD-EDITION-RUM-07L-40-BIG.jpg;ANGOSTURA CASK COLLECTION NO.1 3RD EDITION RUM 0,7L 40%;Rum;380,00;380,00;13
368;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/ANGOSTURA-RESERVA-WHITE-RUM-07L-375-BIG.jpg;ANGOSTURA RESERVA WHITE RUM 0,7L 37,5%;Rum;89,99;89,99;27
369;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APPLETON-ESTATE-21YO-JAMAICA-RUM-07L-43-BIG.jpg;APPLETON ESTATE 21YO JAMAICA RUM 0,7L 43%;Rum;799,00;799,00;18
370;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/APPLETON-WHITE-JAMAICA-RUM-07L-40-BIG.jpg;APPLETON WHITE JAMAICA RUM 0,7L 40%;Rum;100,00;100,00;23
371;https://raw.githubusercontent.com/WallyS02/Presta-Forfiter/master/scrapped_data/images/BACARDI-10YO-GRAN-RESERVA-DIEZ-RUM-07L-40-BIG.jpg;BACARDI 10YO GRAN RESERVA DIEZ RUM 0,7L 40%;Rum;199,00;199,00;13
